交易日期,品種代碼,魚貨名稱,市場名稱,上價,中價,下價,交易量,平均價
1120214,2105,丁香,新竹,100.0,0.0,0.0,30.0,100.0
1120214,2106,勿仔,台中,0.0,185.0,0.0,54.0,185.0
1120214,2113,黃鰭鮪,東港,158.3,121.3,79.2,23140.0,120.3
1120214,2113,黃鰭鮪,新竹,100.0,0.0,0.0,110.0,100.0
1120214,2113,黃鰭鮪,蘇澳,302.9,126.2,41.6,438.0,144.6
1120214,2115,小串仔,台南,120.0,120.0,120.0,320.0,120.0
1120214,2121,真鰹,岡山,63.6,52.8,39.2,346.5,52.2
1120214,2124,煙仔虎,新營,99.0,96.9,83.9,94.5,94.7
1120214,2124,煙仔虎,嘉義,74.8,56.4,36.0,337.4,56.0
1120214,2131,劍旗魚,新港,176.3,88.8,47.5,567.0,98.0
1120214,2132,紅肉旗,新港,90.0,90.0,90.0,41.0,90.0
1120214,2141,土魠,台南,721.3,700.0,700.0,437.3,704.3
1120214,2143,白北,埔心,308.4,284.3,272.7,61.4,286.8
1120214,2151,大鯊,台北,84.8,53.3,35.1,1382.0,55.9
1120214,2152,鯊條,新竹,42.7,23.6,10.3,234.6,24.8
1120214,2152,鯊條,澎湖,82.8,63.4,45.5,37.9,63.7
1120214,2161,魷魚,埔心,117.3,100.4,99.8,3167.1,103.7
1120214,2163,花枝,嘉義,228.0,202.9,176.0,122.5,202.5
1120214,2164,透抽,新營,278.0,276.5,275.0,22.6,276.5
1120214,2181,馬頭魚,斗南,141.5,108.2,99.0,240.0,113.0
1120214,2181,馬頭魚,台中,353.0,201.2,86.0,1120.0,154.7
1120214,2211,狗母,斗南,111.7,68.1,44.4,210.3,72.1
1120214,2211,狗母,台中,0.0,33.0,0.0,90.0,33.0
1120214,2211,狗母,新港,450.0,450.0,450.0,8.5,450.0
1120214,2221,海鰻,新竹,100.0,0.0,0.0,2.0,100.0
1120214,2251,皮刀,台北,69.4,26.0,20.0,305.8,33.5
1120214,2251,皮刀,埔心,43.4,32.7,32.0,375.0,34.7
1120214,2261,肉魚,斗南,194.6,146.0,84.7,519.0,143.5
1120214,2261,肉魚,苗栗,390.0,226.0,62.0,177.7,196.5
1120214,2271,午仔魚,新營,28.0,28.0,28.0,16.0,28.0
1120214,2291,暑魚,台中,0.0,88.3,0.0,58.0,88.3
1120214,2291,暑魚,埔心,70.0,70.0,70.0,61.0,70.0
1120214,2301,尖梭,台北,131.9,91.7,52.2,257.3,91.8
1120214,2301,尖梭,埔心,139.0,139.0,139.0,20.0,139.0
1120214,2321,油魚,新港,75.0,75.0,75.0,17.0,75.0
1120214,2331,鯖魚,彰化,65.0,47.0,15.0,985.2,46.9
1120214,2341,（日本）白帶魚,三重,110.0,110.0,110.0,1142.0,110.0
1120214,2351,鱝(魴仔),斗南,94.8,87.9,76.1,72.6,86.9
1120214,2351,鱝(魴仔),新竹,48.0,27.2,25.0,193.5,30.9
1120214,2351,鱝(魴仔),嘉義,76.8,68.2,23.5,119.7,61.0
1120214,2351,鱝(魴仔),興達港,0.0,0.0,0.0,60.0,50.0
1120214,2411,龍舌,新竹,220.0,0.0,0.0,0.6,220.0
1120214,2411,龍舌,彰化,344.0,325.0,320.0,2.9,325.0
1120214,2441,牛尾,彰化,187.0,164.0,69.0,5.2,164.3
1120214,2481,英哥,澎湖,372.9,268.2,212.8,444.6,278.1
1120214,2512,加志,台中,0.0,269.0,0.0,1.0,269.0
1120214,2512,加志,澎湖,403.1,374.9,259.2,20.3,357.4
1120214,2541,青筆、雞仔魚,新竹,300.0,286.4,280.0,12.0,287.8
1120214,2551,沙腸,埔心,517.0,451.2,218.0,3.3,417.7
1120214,2551,沙腸,彰化,480.0,340.0,136.0,63.9,340.0
1120214,2562,什魚,台南,45.0,45.0,45.0,21.3,45.0
1120214,2562,什魚,梓官,161.8,96.5,34.8,240.7,97.2
1120214,2571,剝皮魚,台北,272.0,161.4,50.0,56.5,161.3
1120214,2571,剝皮魚,彰化,350.0,350.0,350.0,13.5,350.0
1120214,2611,水針,台中,0.0,285.3,0.0,2.0,285.3
1120214,2781,鮭魚,苗栗,585.0,0.0,0.0,21.4,585.0
1120214,2782,鮭魚頭/尾,斗南,173.0,90.0,90.0,100.0,106.6
1120214,2999,其他非凍結魚,埔心,291.2,88.4,32.0,154.5,117.7
1120214,3106,勿仔(凍),苗栗,200.0,190.0,180.0,124.0,187.5
1120214,3106,勿仔(凍),嘉義,189.4,181.2,181.0,166.0,182.8
1120214,3121,真鰹(凍),東港,0.0,30.0,0.0,399.0,30.0
1120214,3139,其他旗魚(凍),高雄,55.0,55.0,55.0,2716.0,55.0
1120214,3151,大鯊【凍】,三重,0.0,50.0,39.2,223.6,43.1
1120214,3158,馬加沙凍,東港,0.0,30.0,0.0,260.0,30.0
1120214,3161,魷魚(凍),新竹,100.0,71.2,50.0,66.0,72.7
1120214,3165,軟舌(凍),新竹,250.0,0.0,0.0,40.0,250.0
1120214,3181,馬頭魚(凍),新竹,124.4,84.2,67.9,188.0,89.0
1120214,3261,肉魚(凍),埔心,77.0,75.8,67.0,110.0,74.3
1120214,3341,（日本）白帶魚凍,斗南,92.0,91.2,91.0,30.0,91.3
1120214,3521,秋刀(凍),斗南,93.0,92.2,92.0,148.6,92.3
1120214,3521,秋刀(凍),台北,0.0,50.0,0.0,500.0,50.0
1120214,4091,厚殼蝦海,東港,336.0,148.1,44.0,180.0,164.9
1120214,4511,蟳,台北,0.0,250.0,0.0,180.0,250.0
1120214,4521,花市仔,嘉義,344.7,260.7,220.4,136.5,269.4
1120214,5999,其他貝類,桃園,300.0,0.0,0.0,30.0,300.0
1120214,6009,比目魚片,三重,0.0,100.0,0.0,106.4,100.0
1120214,6009,比目魚片,桃園,118.0,100.0,0.0,275.0,106.8
1120214,6031,魚丸,三重,60.0,60.0,60.0,40.0,60.0
1120214,6099,其他熟魚,斗南,158.0,155.7,133.0,94.0,151.6
1120214,6099,其他熟魚,桃園,0.0,0.0,30.0,16.0,30.0
1120214,6111,魚內臟,彰化,223.0,124.0,65.0,63.8,123.9
1120214,9999,其他,三重,40.0,40.0,40.0,5000.0,40.0
1120214,1011,吳郭魚,佳里,60.0,45.0,38.0,294.3,45.0
1120214,1012,尼羅紅魚,台南,117.0,117.0,117.0,324.8,117.0
1120214,1023,草魚,苗栗,110.0,0.0,0.0,4.8,110.0
1120214,1023,草魚,埔心,120.0,116.0,104.1,387.6,114.4
1120214,1023,草魚,桃園,115.0,90.0,0.0,7.6,102.5
1120214,1024,大頭鰱,新竹,72.0,70.7,68.0,148.8,70.4
1120214,1061,豆仔,彰化,178.0,112.0,62.0,129.2,112.1
1120214,1072,加州鱸,台中,115.3,93.6,75.5,560.0,98.4
1120214,1072,加州鱸,苗栗,135.0,107.5,80.0,156.0,100.1
1120214,1074,銀花鱸,斗南,154.9,122.2,73.0,51.0,118.9
1120214,1111,鯰魚,台中,0.0,150.0,0.0,50.0,150.0
1120214,1141,田蛙,嘉義,151.1,129.3,109.5,239.0,129.7
1120214,1163,黑鯛,佳里,170.0,150.0,100.0,36.1,136.6
1120214,1164,紅鰽,新竹,230.0,0.0,0.0,0.8,230.0
1120214,1171,青斑,斗南,186.0,180.5,175.0,60.0,180.5
1120214,1171,青斑,台南,600.0,600.0,600.0,273.3,600.0
1120214,1171,青斑,彰化,188.0,177.0,170.0,60.0,176.5
1120214,1172,淡水珍珠石斑,台北,200.0,176.7,170.0,18.0,180.0
1120214,1181,黃臘鰺(紅杉),佳里,228.0,115.0,95.0,40.6,129.2
1120214,1181,黃臘鰺(紅杉),埔心,247.7,219.5,166.4,306.0,214.5
1120214,1181,黃臘鰺(紅杉),梓官,180.0,180.0,180.0,1.8,180.0
1120214,1181,黃臘鰺(紅杉),新竹,243.7,225.2,198.9,106.4,223.6
1120214,1272,午仔魚,台中,631.7,199.1,125.9,4099.0,201.6
1120214,2011,加臘,苗栗,335.0,325.0,315.0,7.6,325.2
1120214,2011,加臘,嘉義,224.0,191.6,186.0,32.4,196.9
1120214,2012,赤宗,佳里,270.0,270.0,130.0,11.3,198.1
1120214,2012,赤宗,苗栗,370.0,365.0,360.0,14.7,363.9
1120214,2013,盤仔,梓官,226.0,101.2,30.3,25.2,112.0
1120214,2013,盤仔,新竹,175.1,56.8,10.0,551.6,71.1
1120214,2021,金線,斗南,459.5,355.5,70.0,52.8,319.2
1120214,2021,金線,台中,457.0,422.5,357.0,140.0,405.3
1120214,2041,秋姑,岡山,161.3,124.2,72.8,62.9,121.3
1120214,2041,秋姑,嘉義,216.0,159.7,96.0,13.5,158.2
1120214,2042,紅魚,彰化,207.0,177.0,150.0,48.0,176.5
1120214,2051,紅目鰱,台中,387.0,356.3,323.0,50.0,356.0
1120214,2061,黃花,三重,0.0,180.0,161.4,310.2,166.3
1120214,2061,黃花,埔心,176.6,171.3,161.5,1561.4,170.4
1120214,2061,黃花,桃園,196.3,174.3,166.0,643.5,175.2
1120214,2062,三牙,斗南,450.0,425.1,390.0,15.3,423.1
1120214,2062,三牙,埔心,325.8,272.5,137.6,45.4,256.2
1120214,2063,黑口,台中,0.0,545.7,0.0,17.0,545.7
1120214,2063,黑口,台北,151.1,35.4,20.0,151.2,55.5
1120214,2063,黑口,岡山,173.8,62.9,44.7,363.9,81.5
1120214,2067,鮸魚,台南,260.0,260.0,260.0,322.0,260.0
1120214,2074,巴闌,嘉義,47.5,30.3,30.0,638.5,33.7
1120214,2075,紅尾,台中,0.0,71.0,0.0,112.0,71.0
1120214,2077,甘瓜仔,梓官,317.1,187.7,122.6,41.8,200.6
1120214,2078,青魽,桃園,191.2,0.0,0.0,31.3,191.2
1120214,2079,紅魽,桃園,135.0,112.5,95.0,64.0,108.8
1120214,2081,油魽,斗南,220.0,220.0,220.0,10.7,220.0
1120214,2091,白鯧,台南,500.0,500.0,500.0,382.5,500.0
1120214,2091,白鯧,埔心,459.9,348.5,138.8,166.7,328.9
1120214,2091,白鯧,桃園,372.7,138.9,100.0,294.0,170.3
1120214,2091,白鯧,梓官,1363.6,714.3,160.0,9.9,733.3
1120214,2091,白鯧,新營,340.0,340.0,340.0,8.0,340.0
1120214,2099,其他鯧類,嘉義,136.7,115.6,85.0,88.0,113.7
1120214,2103,鱙仔,彰化,77.0,69.0,20.0,43.0,69.3
1120214,2106,勿仔,新竹,202.0,200.4,200.0,102.0,200.4
1120214,2115,小串仔,佳里,45.0,45.0,40.0,54.9,43.8
1120214,2115,小串仔,埔心,59.6,53.9,43.3,560.4,52.9
1120214,2115,小串仔,桃園,0.0,60.0,46.9,487.2,52.6
1120214,2124,煙仔虎,斗南,63.5,63.0,63.0,140.0,63.1
1120214,2124,煙仔虎,埔心,79.3,63.9,48.8,485.5,64.0
1120214,2124,煙仔虎,彰化,62.0,45.0,36.0,614.2,44.8
1120214,2131,劍旗魚,東港,110.0,95.7,80.0,220.0,95.4
1120214,2132,紅肉旗,東港,210.0,135.8,80.0,139.0,139.5
1120214,2139,其他旗魚,台中,186.7,117.4,79.0,252.0,139.4
1120214,2141,土魠,興達港,0.0,0.0,0.0,40.0,500.0
1120214,2142,馬加,苗栗,170.0,160.0,150.0,44.0,160.0
1120214,2143,白北,台中,503.6,355.0,254.4,201.0,367.8
1120214,2145,石喬,台北,200.0,196.2,180.9,123.8,196.2
1120214,2151,大鯊,三重,0.0,60.0,35.9,642.9,41.5
1120214,2157,水鯊,新竹,64.3,48.2,24.4,309.5,46.7
1120214,2159,其他鯊魚,嘉義,72.0,67.6,62.0,46.1,67.4
1120214,2161,魷魚,彰化,130.0,103.0,90.0,1000.0,103.2
1120214,2163,花枝,佳里,190.0,190.0,190.0,19.3,190.0
1120214,2163,花枝,新營,216.8,150.2,120.0,76.4,157.5
1120214,2164,透抽,台北,307.0,235.7,161.5,1380.3,235.1
1120214,2164,透抽,苗栗,310.0,290.0,270.0,167.7,294.8
1120214,2169,章魚,梓官,160.0,160.0,160.0,2.5,160.0
1120214,2181,馬頭魚,台北,255.7,144.5,79.7,2714.1,153.8
1120214,2181,馬頭魚,桃園,223.5,146.6,61.7,946.0,134.4
1120214,2181,馬頭魚,嘉義,294.0,142.3,96.0,366.6,163.4
1120214,2201,石斑魚,台南,280.0,280.0,280.0,290.0,280.0
1120214,2201,石斑魚,澎湖,501.0,391.2,229.0,23.9,380.8
1120214,2211,狗母,埔心,94.7,34.2,13.0,130.8,42.1
1120214,2211,狗母,興達港,0.0,0.0,0.0,100.0,40.0
1120214,2221,海鰻,桃園,110.0,95.0,0.0,75.5,101.8
1120214,2242,變身苦,桃園,0.0,125.0,0.0,6.5,125.0
1120214,2242,變身苦,彰化,107.0,107.0,107.0,4.3,107.0
1120214,2251,皮刀,台中,55.0,28.7,22.5,1192.0,28.5
1120214,2261,肉魚,台南,300.0,261.7,250.0,312.5,267.0
1120214,2261,肉魚,梓官,565.1,314.1,239.0,65.6,349.3
1120214,2261,肉魚,新營,380.0,246.8,215.4,45.4,267.2
1120214,2271,午仔魚,台北,283.6,220.0,11.9,726.1,191.1
1120214,2271,午仔魚,苗栗,250.0,172.5,95.0,771.0,143.2
1120214,2271,午仔魚,新港,180.0,180.0,180.0,3.5,180.0
1120214,2271,午仔魚,興達港,0.0,0.0,0.0,50.0,30.0
1120214,2301,尖梭,台中,197.0,92.0,30.0,401.0,57.7
1120214,2301,尖梭,彰化,128.0,115.0,110.0,10.6,115.2
1120214,2331,鯖魚,三重,0.0,38.6,20.0,1311.6,26.3
1120214,2341,（日本）白帶魚,斗南,163.8,98.6,58.3,877.8,103.6
1120214,2341,（日本）白帶魚,嘉義,197.6,132.2,58.4,1694.6,130.5
1120214,2341,（日本）白帶魚,彰化,495.0,144.0,20.0,1463.0,143.5
1120214,2381,青鞭,台中,0.0,31.5,0.0,18.0,31.5
1120214,2401,扁魚,梓官,360.0,156.4,60.0,2.8,177.9
1120214,2411,龍舌,梓官,220.0,130.6,105.0,3.0,143.3
1120214,2481,英哥,台北,322.2,204.7,150.0,87.7,217.2
1120214,2481,英哥,嘉義,268.0,187.3,169.0,20.2,199.8
1120214,2482,紅鰱魚,台中,0.0,150.0,0.0,130.0,150.0
1120214,2483,青衣,台中,0.0,190.0,0.0,3.0,190.0
1120214,2501,赤筆,台中,0.0,635.0,0.0,10.0,635.0
1120214,2501,赤筆,新港,700.0,311.1,180.0,30.0,350.8
1120214,2512,加志,新港,300.0,273.3,200.0,11.5,264.0
1120214,2541,青筆、雞仔魚,桃園,172.0,155.5,47.0,40.7,141.2
1120214,2541,青筆、雞仔魚,彰化,268.0,203.0,99.0,8.4,203.0
1120214,2562,什魚,新竹,270.8,68.9,10.0,19.3,97.5
1120214,2564,下雜魚,新竹,41.7,18.9,8.4,42.0,21.4
1120214,2611,水針,梓官,371.6,294.4,231.3,17.4,297.2
1120214,3099,其他鯧類(凍),埔心,125.6,114.3,101.4,108.0,114.0
1120214,3099,其他鯧類(凍),嘉義,59.0,59.0,59.0,100.0,59.0
1120214,3099,其他鯧類(凍),彰化,130.0,129.0,128.0,46.0,128.7
1120214,3119,其他鮪魚(凍),嘉義,119.7,61.3,50.7,371.0,70.9
1120214,3145,石喬(凍),高雄,100.0,97.8,80.0,8677.0,94.7
1120214,3203,紅條(凍),台中,0.0,416.0,0.0,102.0,416.0
1120214,3261,肉魚(凍),新營,105.0,105.0,105.0,20.0,105.0
1120214,3521,秋刀(凍),台中,0.0,85.0,0.0,380.0,85.0
1120214,3632,柳葉魚(凍),台北,0.0,165.0,0.0,10.0,165.0
1120214,3999,其他凍結(凍),埔心,425.8,90.5,46.0,562.0,148.7
1120214,4015,白蝦,台北,272.4,209.4,189.3,1422.0,218.0
1120214,4016,蝦仁,苗栗,100.0,0.0,0.0,50.0,100.0
1120214,4016,蝦仁,埔心,289.0,285.2,263.8,449.5,281.7
1120214,4016,蝦仁,嘉義,343.0,342.2,317.4,189.0,337.4
1120214,4071,劍蝦,興達港,0.0,0.0,0.0,240.0,170.0
1120214,4091,厚殼蝦海,台北,0.0,60.0,0.0,60.0,60.0
1120214,4161,櫻花蝦,東港,409.4,396.1,385.7,9090.0,396.7
1120214,4521,花市仔,台北,175.9,83.4,53.1,519.1,95.9
1120214,4521,花市仔,興達港,0.0,0.0,0.0,160.0,80.0
1120214,5012,牡蠣養,埔心,101.4,63.2,41.1,1261.0,66.5
1120214,5012,牡蠣養,桃園,166.4,97.3,58.0,435.0,93.4
1120214,5012,牡蠣養,澎湖,260.0,260.0,260.0,26.5,260.0
1120214,5888,海瓜子,彰化,190.0,177.0,170.0,48.2,176.9
1120214,6010,鮭魚片,三重,0.0,110.0,0.0,130.0,110.0
1120214,6010,鮭魚片,苗栗,420.0,0.0,0.0,12.0,420.0
1120214,6049,其他加工,三重,0.0,50.0,17.0,1260.0,26.1
1120214,1011,吳郭魚,台中,61.1,61.0,45.7,6338.0,57.7
1120214,1011,吳郭魚,新竹,68.3,66.2,53.5,1502.2,64.1
1120214,1012,尼羅紅魚,三重,110.0,110.0,110.0,15.4,110.0
1120214,1023,草魚,佳里,105.0,105.0,105.0,5.6,105.0
1120214,1023,草魚,彰化,120.0,114.0,100.0,120.8,114.2
1120214,1024,大頭鰱,苗栗,75.0,0.0,0.0,79.9,75.0
1120214,1041,虱目魚,斗南,124.6,119.4,108.1,556.3,118.2
1120214,1042,虱目魚肚,台中,0.0,300.0,0.0,1207.0,300.0
1120214,1042,虱目魚肚,台北,0.0,200.0,0.0,143.2,200.0
1120214,1043,虱目魚頭,台中,14.0,14.0,10.0,245.0,13.2
1120214,1043,虱目魚頭,台北,0.0,10.0,0.0,50.0,10.0
1120214,1043,虱目魚頭,苗栗,60.0,57.5,55.0,48.3,57.5
1120214,1051,烏仔魚,埔心,34.0,31.2,30.0,2.1,31.5
1120214,1071,金目鱸,埔心,151.4,112.1,99.0,2523.8,117.3
1120214,1072,加州鱸,彰化,162.0,97.0,80.0,221.0,97.1
1120214,1073,七星鱸,三重,0.0,124.7,60.8,184.2,74.2
1120214,1073,七星鱸,台中,242.0,145.2,124.4,432.0,153.6
1120214,1074,銀花鱸,彰化,160.0,133.0,95.0,117.2,132.9
1120214,1102,泥鰍,嘉義,295.0,294.5,294.0,72.0,294.5
1120214,1141,田蛙,佳里,125.0,125.0,125.0,12.0,125.0
1120214,1141,田蛙,彰化,159.0,148.0,140.0,60.0,148.4
1120214,1163,黑鯛,新營,175.2,169.8,168.1,7.2,170.6
1120214,1163,黑鯛,彰化,238.0,204.0,180.0,129.2,203.8
1120214,1165,黃鍚鯛,台北,203.9,184.8,180.0,19.9,184.8
1120214,1165,黃鍚鯛,新竹,248.8,212.8,205.0,31.3,218.4
1120214,1170,象魚,台北,0.0,160.0,0.0,1.8,160.0
1120214,1171,青斑,桃園,185.3,175.3,169.2,330.0,176.3
1120214,1173,龍膽石斑,台中,347.0,245.7,221.5,487.0,257.5
1120214,1174,珍珠龍膽/龍虎斑,岡山,236.5,189.2,177.4,764.2,196.3
1120214,1181,黃臘鰺(紅杉),嘉義,230.0,221.3,186.6,83.5,216.1
1120214,1181,黃臘鰺(紅杉),彰化,271.0,211.0,127.0,156.0,211.3
1120214,1272,午仔魚,斗南,221.3,163.0,120.0,1000.8,166.1
1120214,1272,午仔魚,佳里,270.0,180.0,100.0,180.0,180.1
1120214,1272,午仔魚,桃園,208.8,160.9,126.8,1210.0,156.6
1120214,1511,金龍,斗南,196.8,167.4,153.4,47.6,170.5
1120214,1999,其他養殖,三重,0.0,90.0,0.0,118.0,90.0
1120214,2011,加臘,埔心,293.0,290.2,265.4,7.7,285.8
1120214,2012,赤宗,斗南,363.8,229.3,158.5,172.2,242.1
1120214,2012,赤宗,台中,353.7,179.3,57.5,825.0,225.7
1120214,2012,赤宗,台北,282.5,95.4,19.8,1001.8,117.7
1120214,2015,黑鯛,新竹,314.4,243.0,175.0,106.9,243.7
1120214,2021,金線,苗栗,470.0,415.0,360.0,47.7,391.7
1120214,2021,金線,埔心,412.5,359.3,281.6,85.3,354.4
1120214,2051,紅目鰱,嘉義,469.7,387.5,284.4,103.8,383.4
1120214,2063,黑口,新竹,118.5,17.7,8.0,50.9,35.9
1120214,2064,白口,斗南,172.7,110.1,104.0,360.0,121.4
1120214,2065,火口,彰化,550.0,427.0,161.0,25.6,427.2
1120214,2067,鮸魚,澎湖,520.0,520.0,520.0,9.1,520.0
1120214,2073,硬尾,彰化,63.0,44.0,2.0,360.4,44.0
1120214,2074,巴闌,梓官,117.0,57.4,45.9,38.1,67.0
1120214,2075,紅尾,台北,0.0,140.0,0.0,4.2,140.0
1120214,2075,紅尾,彰化,75.0,75.0,75.0,8.0,75.0
1120214,2076,鐵甲,梓官,220.0,220.0,220.0,1.4,220.0
1120214,2077,甘瓜仔,台北,148.6,100.5,44.0,197.3,98.8
1120214,2077,甘瓜仔,岡山,224.3,144.7,103.3,351.8,152.3
1120214,2079,紅魽,新港,260.0,260.0,260.0,9.4,260.0
1120214,2091,白鯧,斗南,404.0,327.0,114.0,36.0,299.8
1120214,2091,白鯧,台北,434.5,178.6,99.7,173.1,214.0
1120214,2091,白鯧,嘉義,294.0,137.1,121.0,163.0,165.3
1120214,2092,黑鯧,梓官,260.0,260.0,260.0,1.1,260.0
1120214,2093,銀鯧,埔心,125.0,122.4,51.9,34.4,108.8
1120214,2106,勿仔,台北,107.2,101.4,100.0,1362.5,101.4
1120214,2115,小串仔,新港,107.1,73.0,51.1,711.0,75.3
1120214,2119,其他鮪魚,梓官,67.3,53.4,47.3,348.2,55.0
1120214,2122,花鰹,台北,76.7,61.1,44.4,767.6,60.9
1120214,2124,煙仔虎,台中,44.0,43.3,40.0,344.0,43.5
1120214,2124,煙仔虎,台南,130.0,130.0,130.0,500.0,130.0
1120214,2136,旗魚肉,彰化,248.0,228.0,180.0,77.0,227.9
1120214,2143,白北,台南,450.0,450.0,450.0,462.2,450.0
1120214,2145,石喬,新港,75.0,70.0,65.0,9.5,70.0
1120214,2151,大鯊,桃園,127.4,106.3,71.6,588.6,102.6
1120214,2161,魷魚,嘉義,118.9,108.4,106.0,163.4,110.0
1120214,2163,花枝,桃園,270.0,180.0,0.0,43.0,211.4
1120214,2164,透抽,新竹,345.0,260.0,259.0,68.4,276.8
1120214,2165,軟舌,台中,674.0,238.3,229.0,121.0,242.6
1120214,2166,小卷,梓官,524.5,306.7,205.9,59.8,330.1
1120214,2169,章魚,台北,184.6,144.7,99.3,293.2,143.6
1120214,2169,章魚,嘉義,161.0,104.4,95.0,220.8,113.8
1120214,2181,馬頭魚,新竹,247.2,198.6,76.2,275.7,183.9
1120214,2181,馬頭魚,彰化,89.0,78.0,70.0,300.0,77.7
1120214,2191,龍尖、青嘴,新港,190.0,156.7,110.0,23.3,155.0
1120214,2211,狗母,台北,73.1,20.6,19.6,573.9,30.9
1120214,2221,海鰻,台中,0.0,13.0,0.0,1.0,13.0
1120214,2231,海鯰,彰化,8.0,8.0,8.0,20.0,8.0
1120214,2251,皮刀,新竹,15.7,11.3,5.0,163.7,10.9
1120214,2251,皮刀,新營,30.0,30.0,28.3,90.0,29.7
1120214,2261,肉魚,桃園,301.4,239.8,120.3,439.4,191.1
1120214,2271,午仔魚,三重,0.0,0.0,40.0,218.0,40.0
1120214,2271,午仔魚,新竹,36.5,10.3,10.0,276.1,15.5
1120214,2291,暑魚,彰化,76.0,76.0,76.0,14.5,76.0
1120214,2292,萬引,桃園,0.0,56.0,0.0,120.0,56.0
1120214,2301,尖梭,斗南,131.0,96.8,80.0,34.5,100.3
1120214,2301,尖梭,梓官,90.0,90.0,90.0,1.1,90.0
1120214,2331,鯖魚,岡山,63.9,48.0,41.2,110.0,49.8
1120214,2331,鯖魚,新竹,70.9,40.7,20.0,363.1,42.6
1120214,2341,（日本）白帶魚,台北,195.2,56.5,15.0,3201.9,75.9
1120214,2341,（日本）白帶魚,新營,159.8,54.2,30.0,299.8,70.5
1120214,2411,龍舌,台北,100.0,71.3,20.0,10.0,66.8
1120214,2461,長加,台北,92.3,55.9,50.0,110.0,62.0
1120214,2461,長加,埔心,219.0,203.5,190.0,14.2,203.9
1120214,2511,金龍,台中,387.1,255.7,184.7,237.0,222.5
1120214,2511,金龍,彰化,196.0,196.0,196.0,10.5,196.0
1120214,2541,青筆、雞仔魚,苗栗,240.0,220.0,200.0,52.7,206.0
1120214,2562,什魚,苗栗,0.0,0.0,32.0,7.0,32.0
1120214,2563,象魚(臭肚),新竹,122.7,104.2,84.0,75.0,103.9
1120214,2611,水針,埔心,42.4,40.2,39.0,339.2,40.4
1120214,2781,鮭魚,台南,580.0,580.0,580.0,103.0,580.0
1120214,2781,鮭魚,埔心,571.5,556.3,439.6,147.7,536.0
1120214,2997,待訂,埔心,451.5,386.7,360.9,50.3,394.5
1120214,2999,其他非凍結魚,桃園,153.0,105.0,75.6,100.7,101.2
1120214,2999,其他非凍結魚,嘉義,43.4,5.7,5.0,3840.1,13.1
1120214,3113,黃鰭鮪凍,高雄,110.0,110.0,97.1,13222.0,107.4
1120214,3121,真鰹(凍),高雄,36.0,35.0,35.0,2824.0,35.2
1120214,3132,紅肉旗(凍),高雄,90.0,90.0,90.0,215.0,90.0
1120214,3133,黑皮旗凍,台北,0.0,100.0,0.0,1300.0,100.0
1120214,3154,沙翅(凍),高雄,200.0,200.0,200.0,1358.0,200.0
1120214,3164,透抽(凍),埔心,246.4,58.0,58.0,100.2,95.7
1120214,3164,透抽(凍),新竹,280.0,0.0,0.0,60.0,280.0
1120214,3169,章魚(凍),台中,0.0,193.5,0.0,75.0,193.5
1120214,3341,（日本）白帶魚凍,桃園,0.0,100.0,0.0,267.0,100.0
1120214,3521,秋刀(凍),嘉義,102.6,102.6,102.6,300.0,102.6
1120214,3641,比目魚,台北,329.7,300.0,297.2,917.0,305.4
1120214,3641,比目魚,佳里,320.0,300.0,260.0,61.3,297.9
1120214,3641,比目魚,新竹,150.0,0.0,0.0,180.0,150.0
1120214,3781,鮭魚(凍),苗栗,170.0,120.0,70.0,164.5,140.5
1120214,3781,鮭魚(凍),嘉義,269.0,268.1,268.0,107.7,268.3
1120214,3782,鮭魚頭/尾凍,彰化,50.0,46.0,37.0,140.0,46.1
1120214,3999,其他凍結(凍),台北,0.0,100.0,0.0,750.0,100.0
1120214,3999,其他凍結(凍),東港,0.0,40.0,0.0,188.0,40.0
1120214,3999,其他凍結(凍),新竹,100.0,88.6,69.9,1840.0,87.1
1120214,4015,白蝦,台中,0.0,230.0,0.0,574.0,230.0
1120214,4071,劍蝦,桃園,0.0,0.0,70.0,22.0,70.0
1120214,4091,厚殼蝦海,台南,150.0,150.0,150.0,26.6,150.0
1120214,4091,厚殼蝦海,興達港,0.0,0.0,0.0,220.0,160.0
1120214,4509,其他蝦類,埔心,410.5,265.8,94.9,136.0,260.5
1120214,4509,其他蝦類,梓官,269.7,206.1,100.1,243.7,197.6
1120214,4509,其他蝦類,興達港,0.0,0.0,0.0,80.0,90.0
1120214,4999,其他蟹類,澎湖,400.0,400.0,400.0,154.0,400.0
1120214,5061,鐘螺(海),澎湖,294.0,159.5,126.1,293.7,179.7
1120214,5111,鳳螺(海),台中,180.0,165.0,150.0,50.0,162.0
1120214,6010,鮭魚片,桃園,0.0,110.0,0.0,110.0,110.0
1120214,6011,紅魚,新竹,100.0,72.8,40.0,212.0,71.7
1120214,6021,鹹魚,斗南,148.7,146.1,127.4,126.0,142.9
1120214,6049,其他加工,苗栗,35.0,32.5,30.0,64.1,33.3
1120214,6050,熟卷,斗南,271.0,271.0,271.0,36.0,271.0
1120214,6050,熟卷,彰化,343.0,342.0,342.0,27.0,342.3
1120214,9999,其他,新竹,197.0,197.0,197.0,518.3,197.0
1120214,1011,吳郭魚,三重,75.0,56.0,46.4,7916.0,50.8
1120214,1011,吳郭魚,台南,83.0,83.0,83.0,480.0,83.0
